timestamp,open,high,low,close,volume,quote_volume
2025-05-29 17:25:00,108137.0,108162.5,108059.0,108150.3,153.9179,16642847.3847
2025-05-29 17:30:00,108150.3,108236.2,108071.5,108182.8,130.5025,14114798.73338
2025-05-29 17:35:00,108182.8,108218.0,108150.0,108192.5,129.114,13969679.1808
2025-05-29 17:40:00,108192.5,108239.1,108161.0,108163.7,164.3424,17782447.20343
2025-05-29 17:45:00,108163.7,108222.5,108157.1,108212.8,176.1769,19060455.50308
2025-05-29 17:50:00,108212.8,108428.9,108212.8,108428.9,187.2321,20279735.54702
2025-05-29 17:55:00,108428.9,108499.9,108321.0,108441.4,173.0116,18756579.68783
2025-05-29 18:00:00,108441.4,108521.0,108379.0,108379.0,82.773,8977401.30196
2025-05-29 18:05:00,108379.0,108411.0,108324.0,108324.5,200.0211,21675170.5521
2025-05-29 18:10:00,108324.5,108600.1,108317.0,108475.3,204.0304,22135387.65231
2025-05-29 18:15:00,108475.3,108494.0,108393.5,108482.0,174.3905,18912029.32099
2025-05-29 18:20:00,108482.0,108544.1,108442.4,108442.4,214.6365,23284918.80021
2025-05-29 18:25:00,108442.4,108453.5,108399.8,108400.0,169.4669,18373933.81571
2025-05-29 18:30:00,108400.0,108443.0,108303.5,108410.0,183.4018,19875013.27678
2025-05-29 18:35:00,108410.0,108470.0,108365.5,108365.5,145.177,15743515.1739
2025-05-29 18:40:00,108365.5,108367.5,108318.6,108351.5,142.775,15466989.9933
2025-05-29 18:45:00,108351.5,108429.1,108307.0,108416.5,188.6221,20440005.76046
2025-05-29 18:50:00,108416.5,108540.5,108398.1,108531.3,279.4051,30301319.64739
2025-05-29 18:55:00,108531.3,108531.3,108472.2,108472.5,197.631,21444354.5227
2025-05-29 19:00:00,108472.5,108514.3,108414.9,108414.9,174.3418,18912741.15186
2025-05-29 19:05:00,108414.9,108459.0,108350.3,108422.8,115.104,12478171.7134
2025-05-29 19:10:00,108422.8,108516.1,108397.5,108426.5,138.432,15011850.12727
2025-05-29 19:15:00,108426.5,108513.0,108424.9,108474.5,147.2932,15977458.83429
2025-05-29 19:20:00,108474.5,108529.6,108474.5,108496.8,195.639,21230821.6704
2025-05-29 19:25:00,108496.8,108503.5,108380.7,108380.7,145.7209,15803426.12074
2025-05-29 19:30:00,108380.7,108499.9,108380.6,108473.0,124.1841,13463682.05354
2025-05-29 19:35:00,108473.0,108528.0,108419.7,108464.9,107.539,11665721.9381
2025-05-29 19:40:00,108464.9,108511.9,108464.5,108480.0,122.8971,13332135.08251
2025-05-29 19:45:00,108480.0,108598.0,108480.0,108552.1,148.1848,16086022.19973
2025-05-29 19:50:00,108552.1,108711.0,108552.1,108624.3,162.5847,17660638.05237
2025-05-29 19:55:00,108624.3,108819.9,108622.5,108713.0,113.9793,12392733.2172
2025-05-29 20:00:00,108713.0,108808.0,108700.3,108791.8,117.6978,12797806.63388
2025-05-29 20:05:00,108791.8,108843.5,108718.0,108721.7,254.9,27724486.99252
2025-05-29 20:10:00,108721.7,108845.0,108716.7,108845.0,300.7071,32712591.97293
2025-05-29 20:15:00,108845.0,108845.0,108765.0,108820.3,324.2527,35280121.32809
2025-05-29 20:20:00,108820.3,108857.0,108780.5,108780.5,269.8208,29365464.0066
2025-05-29 20:25:00,108780.5,108827.8,108720.9,108736.5,282.933,30779012.727
2025-05-29 20:30:00,108736.5,108832.3,108711.0,108722.8,286.3777,31154673.24932
2025-05-29 20:35:00,108722.8,108798.0,108717.0,108744.4,217.618,23669359.3246
2025-05-29 20:40:00,108744.4,108757.5,108677.0,108697.5,171.8476,18682180.89432
2025-05-29 20:45:00,108697.5,108779.0,108683.2,108718.8,356.8075,38796752.06057
2025-05-29 20:50:00,108718.8,108724.0,108625.0,108672.0,141.9604,15428965.09207
2025-05-29 20:55:00,108672.0,108740.2,108631.4,108740.0,482.0149,52388464.44874
2025-05-29 21:00:00,108740.0,108754.8,108659.0,108659.3,229.2982,24925973.54997
2025-05-29 21:05:00,108659.3,108687.0,108516.2,108601.0,296.0411,32152705.9301
2025-05-29 21:10:00,108601.0,108657.9,108525.1,108604.0,524.4255,56955648.42955
2025-05-29 21:15:00,108604.0,108604.0,108452.9,108510.3,520.2106,56450997.60206
2025-05-29 21:20:00,108510.3,108584.5,108510.0,108533.4,210.7303,22870970.63239
2025-05-29 21:25:00,108533.4,108700.0,108533.4,108640.3,276.3316,30018080.57377
2025-05-29 21:30:00,108640.3,108750.0,108549.1,108638.5,244.1696,26529601.56812
2025-05-29 21:35:00,108638.5,108645.4,108553.4,108572.3,282.781,30710857.2904
2025-05-29 21:40:00,108572.3,108572.3,108350.0,108392.2,512.5802,55590017.51435
2025-05-29 21:45:00,108392.2,108478.6,108374.9,108449.5,254.7436,27619826.94374
2025-05-29 21:50:00,108449.5,108560.3,108382.5,108522.8,229.6315,24910773.16539
2025-05-29 21:55:00,108522.8,108531.5,108390.2,108398.2,245.7938,26658707.92567
2025-05-29 22:00:00,108398.2,108484.9,108342.7,108478.0,270.2403,29297149.13393
2025-05-29 22:05:00,108478.0,108548.5,108478.0,108513.0,180.795,19618322.2061
2025-05-29 22:10:00,108513.0,108520.3,108358.5,108400.0,226.2331,24527491.30605
2025-05-29 22:15:00,108400.0,108421.7,108193.2,108217.4,182.4316,19756729.63358
2025-05-29 22:20:00,108217.4,108282.0,108140.7,108193.0,166.5286,18021397.85627
2025-05-29 22:25:00,108193.0,108282.4,108160.0,108256.0,121.4357,13140946.99382
2025-05-29 22:30:00,108256.0,108297.0,107828.9,108139.4,523.1137,56473020.03229
2025-05-29 22:35:00,108139.4,108139.4,107796.2,107800.3,161.1828,17404859.16916
2025-05-29 22:40:00,107800.3,107800.3,107522.9,107522.9,162.6008,17504919.46209
2025-05-29 22:45:00,107522.9,107705.5,107452.2,107452.2,155.0743,16683473.53234
2025-05-29 22:50:00,107452.2,107842.5,107383.5,107811.0,151.3551,16298839.68735
2025-05-29 22:55:00,107811.0,107811.0,107477.0,107560.0,155.317,16711227.83635
2025-05-29 23:00:00,107560.0,107735.7,107558.0,107627.4,138.3114,14888061.57945
2025-05-29 23:05:00,107627.4,107627.4,107232.0,107266.5,143.2686,15388036.0872
2025-05-29 23:10:00,107266.5,107368.0,107185.0,107362.7,150.2883,16121834.37576
2025-05-29 23:15:00,107362.7,107362.7,107084.6,107120.0,163.0125,17467643.43833
2025-05-29 23:20:00,107120.0,107121.0,106911.4,106912.0,192.761,20625432.63132
2025-05-29 23:25:00,106912.0,107142.0,106895.6,107000.0,154.9489,16576136.29501
2025-05-29 23:30:00,107000.0,107000.0,106409.9,106413.4,207.6784,22166170.68156
2025-05-29 23:35:00,106413.4,107062.5,106413.4,107062.5,213.4401,22796559.02548
2025-05-29 23:40:00,107062.5,107164.5,106912.5,107153.5,150.4735,16104706.79402
2025-05-29 23:45:00,107153.5,107571.9,107146.0,107460.0,159.6509,17134880.96697
2025-05-29 23:50:00,107460.0,107631.6,107340.0,107572.5,198.0809,21283390.99944
2025-05-29 23:55:00,107572.5,107788.0,107465.4,107586.5,122.5414,13194636.66284
2025-05-30 00:00:00,107586.5,107686.1,107480.3,107480.3,157.498,16939932.3788
2025-05-30 00:05:00,107480.3,107590.0,107433.3,107478.5,107.7085,11577361.2727
2025-05-30 00:10:00,107478.5,107650.0,107428.8,107441.1,146.4877,15753869.62169
2025-05-30 00:15:00,107441.1,107526.4,107434.6,107450.3,100.5893,10811259.00386
2025-05-30 00:20:00,107450.3,107513.5,107375.7,107383.0,118.1233,12691552.6611
2025-05-30 00:25:00,107383.0,107489.5,107350.3,107451.5,135.8385,14591031.5324
2025-05-30 00:30:00,107451.5,107546.0,107255.1,107300.0,144.6475,15532396.50564
2025-05-30 00:35:00,107300.0,107465.5,107255.1,107255.1,168.399,18081413.61332
2025-05-30 00:40:00,107255.1,107306.4,107200.0,107238.5,119.4471,12811216.97747
2025-05-30 00:45:00,107238.5,107238.5,107000.0,107113.0,132.8572,14227914.17968
2025-05-30 00:50:00,107113.0,107246.0,107094.5,107121.2,126.9169,13601891.78259
2025-05-30 00:55:00,107121.2,107239.5,106910.4,106972.5,138.4527,14825049.92894
2025-05-30 01:00:00,106972.5,107096.9,106800.0,106977.0,168.8137,18062648.12711
2025-05-30 01:05:00,106977.0,106977.0,106600.1,106752.0,234.6429,25046825.77305
2025-05-30 01:10:00,106752.0,106928.6,106752.0,106907.0,148.367,15856331.72224
2025-05-30 01:15:00,106907.0,107067.6,106875.8,106957.0,224.0473,23969082.60355
2025-05-30 01:20:00,106957.0,106963.0,106810.0,106873.5,197.8535,21149015.286
2025-05-30 01:25:00,106873.5,106931.0,106712.5,106813.1,225.2816,24066502.11154
2025-05-30 01:30:00,106813.1,106935.5,106727.5,106750.9,234.4544,25042843.85046
2025-05-30 01:35:00,106750.9,106858.5,106723.0,106847.6,169.6014,18113499.58706
2025-05-30 01:40:00,106847.6,106857.0,106752.5,106836.4,292.2149,31213028.79267
2025-05-30 01:45:00,106836.4,107023.5,106836.4,106934.7,229.9156,24586680.63815
2025-05-30 01:50:00,106934.7,106934.7,106658.5,106663.0,149.8948,16003833.28755
2025-05-30 01:55:00,106663.0,106842.5,106545.2,106712.9,213.001,22729196.1735
2025-05-30 02:00:00,106712.9,106743.0,106523.0,106625.4,259.7316,27708588.35244
2025-05-30 02:05:00,106625.4,106703.5,106560.0,106621.0,367.8068,39218751.88994
2025-05-30 02:10:00,106621.0,106713.0,106604.0,106640.9,263.5169,28105767.2102
2025-05-30 02:15:00,106640.9,106752.4,106528.6,106553.6,214.9183,22916951.80798
2025-05-30 02:20:00,106553.6,106820.0,106553.6,106742.0,192.0589,20495443.38488
2025-05-30 02:25:00,106742.0,106742.0,106545.0,106556.8,188.6856,20116498.65997
2025-05-30 02:30:00,106556.8,106730.3,106556.8,106600.0,214.5251,22878041.87252
2025-05-30 02:35:00,106600.0,106744.5,106600.0,106678.0,225.514,24056852.29043
2025-05-30 02:40:00,106678.0,106678.0,106066.3,106074.5,957.1956,101748392.04169
2025-05-30 02:45:00,106074.5,106658.2,106074.5,106411.9,334.4402,35561900.66605
2025-05-30 02:50:00,106411.9,106652.5,106411.9,106485.8,340.7665,36312787.28149
2025-05-30 02:55:00,106485.8,106485.8,106200.0,106256.9,296.7115,31546760.83819
