timestamp,open,high,low,close,volume,quote_volume
2025-05-11 20:35:00,2514.42,2514.42,2511.09,2511.09,4228.96,10624416.2017
2025-05-11 20:40:00,2511.09,2531.81,2511.09,2529.38,4869.74,12252683.2978
2025-05-11 20:45:00,2529.38,2529.38,2523.36,2526.89,4246.12,10727671.9912
2025-05-11 20:50:00,2526.89,2527.73,2522.3,2523.42,4706.34,11881387.8699
2025-05-11 20:55:00,2523.42,2532.86,2523.13,2530.31,4023.27,10173336.5973
2025-05-11 21:00:00,2530.31,2530.37,2525.39,2527.21,3756.23,9496245.996
2025-05-11 21:05:00,2527.21,2530.57,2526.04,2526.68,2941.25,7435824.7217
2025-05-11 21:10:00,2526.68,2528.58,2521.85,2523.7,3903.99,9859095.3383
2025-05-11 21:15:00,2523.7,2523.7,2518.39,2518.39,3925.67,9893977.6861
2025-05-11 21:20:00,2518.39,2520.34,2514.74,2520.34,2730.4,6877705.458
2025-05-11 21:25:00,2520.34,2522.87,2518.11,2519.0,2654.49,6691065.8809
2025-05-11 21:30:00,2519.0,2522.01,2515.89,2521.3,2930.51,7381907.0237
2025-05-11 21:35:00,2521.3,2523.16,2518.67,2521.87,3951.51,9962450.9165
2025-05-11 21:40:00,2521.87,2521.87,2511.03,2514.76,3247.44,8164718.0073
2025-05-11 21:45:00,2514.76,2517.97,2511.33,2517.96,3812.31,9587044.8516
2025-05-11 21:50:00,2517.96,2519.8,2516.55,2519.8,2206.35,5555583.2366
2025-05-11 21:55:00,2519.8,2519.8,2513.66,2514.54,3301.82,8305786.1026
2025-05-11 22:00:00,2514.54,2522.99,2514.02,2522.57,3013.28,7586763.0098
2025-05-11 22:05:00,2522.57,2524.98,2519.02,2524.98,2926.32,7379216.6434
2025-05-11 22:10:00,2524.98,2527.83,2522.11,2524.57,2615.2,6604147.0592
2025-05-11 22:15:00,2524.57,2525.0,2521.51,2523.58,2396.9,6048859.3299
2025-05-11 22:20:00,2523.58,2523.58,2517.08,2518.2,2338.12,5891315.3718
2025-05-11 22:25:00,2518.2,2518.2,2496.81,2500.35,2941.24,7371097.7915
2025-05-11 22:30:00,2500.35,2500.35,2482.36,2492.8,4055.24,10087333.0978
2025-05-11 22:35:00,2492.8,2495.58,2488.21,2495.38,2725.62,6792270.4667
2025-05-11 22:40:00,2495.38,2495.38,2482.8,2487.4,4095.07,10187021.068
2025-05-11 22:45:00,2487.4,2491.84,2479.33,2485.21,3265.98,8119860.7036
2025-05-11 22:50:00,2485.21,2492.33,2485.21,2486.66,3707.7,9230267.381
2025-05-11 22:55:00,2486.66,2486.66,2467.41,2467.41,2462.28,6093631.3194
2025-05-11 23:00:00,2467.41,2478.13,2467.41,2478.03,2905.62,7193139.7569
2025-05-11 23:05:00,2478.03,2481.85,2472.48,2480.56,5171.93,12814011.1478
2025-05-11 23:10:00,2480.56,2482.03,2475.88,2478.39,7101.94,17603983.1884
2025-05-11 23:15:00,2478.39,2482.93,2472.56,2482.29,3308.34,8199752.253
2025-05-11 23:20:00,2482.29,2486.79,2479.0,2486.31,4568.89,11339764.3526
2025-05-11 23:25:00,2486.31,2487.62,2480.01,2482.08,3911.98,9718461.0279
2025-05-11 23:30:00,2482.08,2487.83,2478.5,2486.58,2471.62,6140282.4328
2025-05-11 23:35:00,2486.58,2491.19,2482.89,2491.19,5057.64,12576566.2002
2025-05-11 23:40:00,2491.19,2493.01,2488.8,2489.01,4957.9,12346480.0261
2025-05-11 23:45:00,2489.01,2490.43,2486.74,2487.28,5711.58,14212172.7287
2025-05-11 23:50:00,2487.28,2487.3,2481.29,2483.49,5006.36,12434691.5311
2025-05-11 23:55:00,2483.49,2488.23,2481.64,2484.65,4541.9,11289557.189
2025-05-12 00:00:00,2484.65,2494.64,2483.77,2493.41,3449.48,8585014.6429
2025-05-12 00:05:00,2493.41,2499.4,2493.41,2498.35,2546.45,6357710.3025
2025-05-12 00:10:00,2498.35,2503.03,2495.25,2499.9,2036.69,5088030.7374
2025-05-12 00:15:00,2499.9,2502.19,2496.45,2499.49,2383.44,5956056.0828
2025-05-12 00:20:00,2499.49,2500.92,2490.91,2490.95,1937.23,4835831.9828
